iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
PRT,Europe,Portugal,2020-05-04,25524.0,242.0,236.857,1063.0,20.0,19.286,2510.247,23.8,23.295,104.544,1.967,1.897,0.91,143.0,14.064,813.0,79.957,,,,,472548.0,11889.0,46.474,1.169,12902.0,1.269,0.0184,54.5,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-05,25702.0,178.0,220.143,1074.0,11.0,18.0,2527.753,17.506,21.651,105.626,1.082,1.77,0.94,134.0,13.179,818.0,80.449,,,,,488705.0,16157.0,48.063,1.589,12993.0,1.278,0.0169,59.0,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-06,26182.0,480.0,262.571,1089.0,15.0,16.571,2574.96,47.207,25.824,107.102,1.475,1.63,0.98,136.0,13.375,838.0,82.416,,,,,504479.0,15774.0,49.615,1.551,13136.0,1.292,0.02,50.0,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-07,26715.0,533.0,261.571,1105.0,16.0,16.571,2627.38,52.42,25.725,108.675,1.574,1.63,0.97,135.0,13.277,874.0,85.957,,,,,520512.0,16033.0,51.192,1.577,13078.0,1.286,0.02,50.0,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-08,27268.0,553.0,296.857,1114.0,9.0,15.286,2681.767,54.387,29.195,109.56,0.885,1.503,0.94,127.0,12.49,842.0,82.809,,,,,535940.0,15428.0,52.709,1.517,13472.0,1.325,0.022,45.4,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-09,27406.0,138.0,316.571,1126.0,12.0,14.714,2695.339,13.572,31.134,110.74,1.18,1.447,0.87,120.0,11.802,815.0,80.154,,,,,549462.0,13522.0,54.039,1.33,13892.0,1.366,0.0228,43.9,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-10,27581.0,175.0,328.429,1135.0,9.0,13.143,2712.55,17.211,32.3,111.626,0.885,1.293,0.84,112.0,11.015,797.0,78.384,,,,,556969.0,7507.0,54.777,0.738,13759.0,1.353,0.0239,41.9,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,205.6,0.44,10.23,20.2204521
PRT,Europe,Portugal,2020-05-11,27679.0,98.0,307.857,1144.0,9.0,11.571,2722.188,9.638,30.277,112.511,0.885,1.138,0.82,112.0,11.015,805.0,79.171,,,,,569706.0,12737.0,56.03,1.253,13880.0,1.365,0.0222,45.1,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-12,27913.0,234.0,315.857,1163.0,19.0,12.714,2745.202,23.014,31.064,114.379,1.869,1.25,0.82,113.0,11.113,709.0,69.729,,,,,586350.0,16644.0,57.667,1.637,13949.0,1.372,0.0226,44.2,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-13,28132.0,219.0,278.571,1175.0,12.0,12.286,2766.74,21.538,27.397,115.559,1.18,1.208,0.81,103.0,10.13,692.0,68.057,,,,,604565.0,18215.0,59.458,1.791,14298.0,1.406,0.0195,51.3,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-14,28319.0,187.0,229.143,1184.0,9.0,11.286,2785.131,18.391,22.536,116.445,0.885,1.11,0.81,108.0,10.622,680.0,66.877,,,,,622894.0,18329.0,61.261,1.803,14626.0,1.438,0.0157,63.8,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-15,28583.0,264.0,187.857,1190.0,6.0,10.857,2811.095,25.964,18.475,117.035,0.59,1.068,0.84,112.0,11.015,673.0,66.189,,,,,643492.0,20598.0,63.286,2.026,15365.0,1.511,0.0122,81.8,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-16,28810.0,227.0,200.571,1203.0,13.0,11.0,2833.42,22.325,19.726,118.313,1.279,1.082,0.87,115.0,11.31,657.0,64.615,,,,,659486.0,15994.0,64.859,1.573,15718.0,1.546,0.0128,78.4,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-17,29036.0,226.0,207.857,1218.0,15.0,11.857,2855.647,22.227,20.442,119.788,1.475,1.166,0.89,108.0,10.622,649.0,63.828,,,,,668456.0,8970.0,65.742,0.882,15927.0,1.566,0.0131,76.6,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,253.8,0.52,2.4,24.96084992
PRT,Europe,Portugal,2020-05-18,29209.0,173.0,218.571,1231.0,13.0,12.429,2872.661,17.014,21.496,121.067,1.279,1.222,0.91,105.0,10.327,628.0,61.763,,,,,680564.0,12108.0,66.932,1.191,15837.0,1.558,0.0138,72.5,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-19,29432.0,223.0,217.0,1247.0,16.0,12.0,2894.593,21.932,21.342,122.641,1.574,1.18,0.93,101.0,9.933,629.0,61.861,,,,,696759.0,16195.0,68.525,1.593,15773.0,1.551,0.0138,72.7,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-20,29660.0,228.0,218.286,1263.0,16.0,12.571,2917.017,22.423,21.468,124.214,1.574,1.236,0.93,93.0,9.146,609.0,59.894,,,,,712201.0,15442.0,70.044,1.519,15377.0,1.512,0.0142,70.4,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-21,29912.0,252.0,227.571,1277.0,14.0,13.286,2941.8,24.784,22.381,125.591,1.377,1.307,0.95,92.0,9.048,608.0,59.796,,,,,727547.0,15346.0,71.553,1.509,14950.0,1.47,0.0152,65.7,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-22,30200.0,288.0,231.0,1289.0,12.0,14.143,2970.125,28.324,22.719,126.771,1.18,1.391,0.96,84.0,8.261,576.0,56.649,,,,,742731.0,15184.0,73.046,1.493,14177.0,1.394,0.0163,61.4,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-23,30471.0,271.0,237.286,1302.0,13.0,14.143,2996.777,26.652,23.337,128.05,1.279,1.391,0.98,80.0,7.868,550.0,54.092,,,,,753514.0,10783.0,74.107,1.06,13433.0,1.321,0.0177,56.6,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-24,30623.0,152.0,226.714,1316.0,14.0,14.0,3011.726,14.949,22.297,129.427,1.377,1.377,0.99,78.0,7.671,536.0,52.715,,,,,759328.0,5814.0,74.679,0.572,12982.0,1.277,0.0175,57.3,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,356.2,0.71,5.2,35.03173657
PRT,Europe,Portugal,2020-05-25,30788.0,165.0,225.571,1330.0,14.0,14.143,3027.954,16.228,22.185,130.804,1.377,1.391,1.01,72.0,7.081,531.0,52.223,,,,,771258.0,11930.0,75.852,1.173,12956.0,1.274,0.0174,57.4,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-26,31007.0,219.0,225.0,1342.0,12.0,13.571,3049.492,21.538,22.128,131.984,1.18,1.335,1.04,71.0,6.983,513.0,50.453,,,,,786363.0,15105.0,77.338,1.486,12801.0,1.259,0.0176,56.9,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-27,31292.0,285.0,233.143,1356.0,14.0,13.286,3077.521,28.029,22.929,133.361,1.377,1.307,1.06,66.0,6.491,510.0,50.158,,,,,803584.0,17221.0,79.031,1.694,13055.0,1.284,0.0179,56.0,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-28,31596.0,304.0,240.571,1369.0,13.0,13.143,3107.419,29.898,23.66,134.639,1.279,1.293,1.08,65.0,6.393,512.0,50.354,,,,,820547.0,16963.0,80.7,1.668,13286.0,1.307,0.0181,55.2,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-29,31946.0,350.0,249.429,1383.0,14.0,13.429,3141.841,34.422,24.531,136.016,1.377,1.321,1.09,66.0,6.491,529.0,52.026,,,,,836682.0,16135.0,82.286,1.587,13422.0,1.32,0.0186,53.8,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-30,32203.0,257.0,247.429,1396.0,13.0,13.429,3167.117,25.276,24.334,137.295,1.279,1.321,1.09,63.0,6.196,514.0,50.551,,,,,849332.0,12650.0,83.531,1.244,13688.0,1.346,0.0181,55.3,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-05-31,32500.0,297.0,268.143,1410.0,14.0,13.429,3196.326,29.21,26.371,138.671,1.377,1.321,1.1,64.0,6.294,474.0,46.617,,,,,855879.0,6547.0,84.174,0.644,13793.0,1.357,0.0194,51.4,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,723.8,1.38,18.68,71.18464607
PRT,Europe,Portugal,2020-06-01,32700.0,200.0,273.143,1424.0,14.0,13.429,3215.996,19.67,26.863,140.048,1.377,1.321,1.1,64.0,6.294,471.0,46.322,,,,,867514.0,11635.0,85.319,1.144,13751.0,1.352,0.0199,50.3,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-02,32895.0,195.0,269.714,1436.0,12.0,13.429,3235.174,19.178,26.526,141.228,1.18,1.321,1.1,58.0,5.704,432.0,42.487,,,,,883154.0,15640.0,86.857,1.538,13827.0,1.36,0.0195,51.3,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-03,33261.0,366.0,281.286,1447.0,11.0,13.0,3271.17,35.996,27.664,142.31,1.082,1.279,1.12,56.0,5.508,428.0,42.093,,,,,900384.0,17230.0,88.551,1.695,13829.0,1.36,0.0203,49.2,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-04,33592.0,331.0,285.143,1455.0,8.0,12.286,3303.723,32.553,28.043,143.097,0.787,1.208,1.13,58.0,5.704,445.0,43.765,,,,,917591.0,17207.0,90.244,1.692,13863.0,1.363,0.0206,48.6,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-05,33969.0,377.0,289.0,1465.0,10.0,11.714,3340.8,37.077,28.423,144.081,0.983,1.152,1.13,58.0,5.704,421.0,41.405,,,,,932900.0,15309.0,91.749,1.506,13745.0,1.352,0.021,47.6,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-06,34351.0,382.0,306.857,1474.0,9.0,11.143,3378.369,37.569,30.179,144.966,0.885,1.096,1.13,57.0,5.606,414.0,40.716,,,,,944336.0,11436.0,92.874,1.125,13572.0,1.335,0.0226,44.2,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-07,34693.0,342.0,313.286,1479.0,5.0,9.857,3412.005,33.635,30.811,145.457,0.492,0.969,1.12,58.0,5.704,398.0,39.143,,,,,950950.0,6614.0,93.525,0.65,13582.0,1.336,0.0231,43.4,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,815.8,1.5,4.76,80.23270829
PRT,Europe,Portugal,2020-06-08,34885.0,192.0,312.143,1485.0,6.0,8.714,3430.888,18.883,30.699,146.048,0.59,0.857,1.1,55.0,5.409,366.0,35.996,,,,,962160.0,11210.0,94.627,1.102,13521.0,1.33,0.0231,43.3,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-09,35306.0,421.0,344.429,1492.0,7.0,8.0,3472.292,41.405,33.874,146.736,0.688,0.787,1.09,65.0,6.393,394.0,38.749,,,,,975681.0,13521.0,95.957,1.33,13218.0,1.3,0.0261,38.4,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-10,35600.0,294.0,334.143,1497.0,5.0,7.143,3501.207,28.914,32.862,147.228,0.492,0.702,1.05,70.0,6.884,417.0,41.011,,,,,983389.0,7708.0,96.715,0.758,11858.0,1.166,0.0282,35.5,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-11,35910.0,310.0,331.143,1504.0,7.0,7.0,3531.695,30.488,32.567,147.916,0.688,0.688,1.02,70.0,6.884,415.0,40.815,,,,,988153.0,4764.0,97.183,0.469,10080.0,0.991,0.0329,30.4,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-12,36180.0,270.0,315.857,1505.0,1.0,5.714,3558.249,26.554,31.064,148.014,0.098,0.562,1.01,73.0,7.179,440.0,43.273,,,,,999066.0,10913.0,98.257,1.073,9452.0,0.93,0.0334,29.9,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-13,36463.0,283.0,301.714,1512.0,7.0,5.429,3586.081,27.833,29.673,148.703,0.688,0.534,1.02,77.0,7.573,428.0,42.093,,,,,1007039.0,7973.0,99.041,0.784,8958.0,0.881,0.0337,29.7,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-14,36690.0,227.0,285.286,1517.0,5.0,5.429,3608.407,22.325,28.057,149.195,0.492,0.534,1.04,73.0,7.179,419.0,41.208,,,,,1011793.0,4754.0,99.508,0.468,8692.0,0.855,0.0328,30.5,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,761.6,1.36,-2.82,74.90221946
PRT,Europe,Portugal,2020-06-15,37036.0,346.0,307.286,1520.0,3.0,5.0,3642.435,34.029,30.221,149.49,0.295,0.492,1.07,73.0,7.179,431.0,42.388,,,,,1023036.0,11243.0,100.614,1.106,8697.0,0.855,0.0353,28.3,tests performed,,,,,,,,,,,,,,59.26,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-16,37336.0,300.0,290.0,1522.0,2.0,4.286,3671.94,29.505,28.521,149.686,0.197,0.421,1.07,71.0,6.983,423.0,41.601,,,,,1037801.0,14765.0,102.066,1.452,8874.0,0.873,0.0327,30.6,tests performed,,,,,,,,,,,,,,59.26,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-17,37672.0,336.0,296.0,1523.0,1.0,3.714,3704.985,33.045,29.111,149.785,0.098,0.365,1.07,69.0,6.786,435.0,42.782,,,,,1052868.0,15067.0,103.548,1.482,9926.0,0.976,0.0298,33.5,tests performed,,,,,,,,,,,,,,59.26,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-18,38089.0,417.0,311.286,1524.0,1.0,2.857,3745.996,41.011,30.614,149.883,0.098,0.281,1.08,67.0,6.589,416.0,40.913,,,,,1066559.0,13691.0,104.894,1.346,11201.0,1.102,0.0278,36.0,tests performed,,,,,,,,,,,,,,59.26,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-19,38464.0,375.0,326.286,1527.0,3.0,3.143,3782.877,36.881,32.09,150.178,0.295,0.309,1.07,67.0,6.589,422.0,41.503,,,,,1081272.0,14713.0,106.341,1.447,11744.0,1.155,0.0278,36.0,tests performed,,,,,,,,,,,,,,59.26,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-20,38841.0,377.0,339.714,1528.0,1.0,2.286,3819.954,37.077,33.41,150.277,0.098,0.225,1.06,70.0,6.884,422.0,41.503,,,,,1090308.0,9036.0,107.23,0.889,11896.0,1.17,0.0286,35.0,tests performed,,,,,,,,,,,,,,59.26,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-21,39133.0,292.0,349.0,1530.0,2.0,1.857,3848.672,28.718,34.324,150.473,0.197,0.183,1.06,69.0,6.786,407.0,40.028,,,,,1096953.0,6645.0,107.884,0.654,12166.0,1.197,0.0287,34.9,tests performed,,,,,,,,,,,,,,59.26,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,668.0,1.15,-4.6,65.69679963
PRT,Europe,Portugal,2020-06-22,39392.0,259.0,336.571,1534.0,4.0,2.0,3874.144,25.472,33.101,150.867,0.393,0.197,1.05,72.0,7.081,424.0,41.7,,,,,1108979.0,12026.0,109.066,1.183,12278.0,1.208,0.0274,36.5,tests performed,,,,,,,,,,,,,,59.26,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-23,39737.0,345.0,343.0,1540.0,6.0,2.571,3908.074,33.93,33.734,151.457,0.59,0.253,1.05,72.0,7.081,441.0,43.372,,,,,1124863.0,15884.0,110.629,1.562,12437.0,1.223,0.0276,36.3,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-24,40104.0,367.0,347.429,1543.0,3.0,2.857,3944.168,36.094,34.169,151.752,0.295,0.281,1.04,73.0,7.179,429.0,42.192,,,,,1138788.0,13925.0,111.998,1.37,12274.0,1.207,0.0283,35.3,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-25,40415.0,311.0,332.286,1549.0,6.0,3.571,3974.755,30.586,32.68,152.342,0.59,0.351,1.04,67.0,6.589,436.0,42.88,,,,,1152367.0,13579.0,113.334,1.335,12258.0,1.206,0.0271,36.9,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-26,40866.0,451.0,343.143,1555.0,6.0,4.0,4019.11,44.355,33.748,152.932,0.59,0.393,1.04,67.0,6.589,457.0,44.945,,,,,1168133.0,15766.0,114.884,1.551,12409.0,1.22,0.0277,36.2,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-27,41189.0,323.0,335.429,1561.0,6.0,4.714,4050.876,31.767,32.989,153.522,0.59,0.464,1.03,70.0,6.884,442.0,43.47,,,,,1178485.0,10352.0,115.902,1.018,12597.0,1.239,0.0266,37.6,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-28,41646.0,457.0,359.0,1564.0,3.0,4.857,4095.822,44.945,35.307,153.817,0.295,0.478,1.04,75.0,7.376,458.0,45.044,,,,,1184838.0,6353.0,116.527,0.625,12555.0,1.235,0.0286,35.0,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,885.6,1.47,11.43,87.09743376
PRT,Europe,Portugal,2020-06-29,41912.0,266.0,360.0,1568.0,4.0,4.857,4121.982,26.161,35.405,154.21,0.393,0.478,1.02,71.0,6.983,489.0,48.092,,,,,1197379.0,12541.0,117.76,1.233,12629.0,1.242,0.0285,35.1,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-06-30,42141.0,229.0,343.429,1576.0,8.0,5.143,4144.504,22.522,33.776,154.997,0.787,0.506,1.0,73.0,7.179,491.0,48.289,,,,,1213284.0,15905.0,119.325,1.564,12632.0,1.242,0.0272,36.8,tests performed,,,,,,,,,,,,,,60.65,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-07-01,42454.0,313.0,335.714,1579.0,3.0,5.143,4175.287,30.783,33.017,155.292,0.295,0.506,0.99,79.0,7.77,503.0,49.469,,,,,1229740.0,16456.0,120.943,1.618,12993.0,1.278,0.0258,38.7,tests performed,,,,,,,,,,,,,,62.5,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-07-02,42782.0,328.0,338.143,1587.0,8.0,5.429,4207.546,32.258,33.256,156.079,0.787,0.534,0.99,77.0,7.573,510.0,50.158,,,,,1245275.0,15535.0,122.471,1.528,13273.0,1.305,0.0255,39.3,tests performed,,,,,,,,,,,,,,62.5,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-07-03,43156.0,374.0,327.143,1598.0,11.0,6.143,4244.328,36.782,32.174,157.161,1.082,0.604,1.0,72.0,7.081,495.0,48.683,,,,,1260187.0,14912.0,123.938,1.467,13151.0,1.293,0.0249,40.2,tests performed,,,,,,,,,,,,,,62.5,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
